T	Origin	Destination	TripTime	Distance
0	0	0	2	3
0	0	3	8	19
0	0	4	6	18
0	1	0	7	18
0	1	1	2	1
0	1	2	2	2
0	1	3	2	2
0	1	4	2	2
0	2	0	8	18
0	2	1	2	2
0	2	2	2	1
0	2	3	3	3
0	3	0	7	18
0	3	1	2	2
0	3	2	3	4
0	3	3	1	2
0	3	4	2	2
0	4	0	7	18
0	4	1	2	2
0	4	2	2	3
0	4	3	2	2
0	4	4	1	2
0	0	2	7	19
0	0	1	7	18
0	2	4	2	3
1	3	2	3	4
1	4	3	2	2
1	1	3	2	2
1	0	1	7	18
1	1	4	2	2
1	1	1	2	1
1	4	2	2	3
1	0	2	7	19
1	2	0	8	18
1	4	4	1	2
1	0	0	2	3
1	2	1	2	2
1	4	1	2	2
1	2	2	2	1
1	0	3	8	19
1	4	0	7	18
1	1	0	7	18
1	1	2	2	2
1	3	4	2	2
1	2	4	2	3
1	3	1	2	2
1	3	3	1	2
1	3	0	7	18
1	2	3	3	3
1	0	4	6	18
2	0	3	8	19
2	3	3	1	2
2	1	2	2	2
2	2	1	2	2
2	1	1	2	1
2	1	4	2	2
2	3	2	3	4
2	4	0	7	18
2	4	2	2	3
2	1	0	7	18
2	3	4	2	2
2	1	3	2	2
2	3	1	2	2
2	3	0	7	18
2	0	4	6	18
2	2	0	8	18
2	2	3	3	3
2	4	4	1	2
2	4	3	2	2
2	0	2	7	19
2	0	0	2	3
2	4	1	2	2
2	2	2	2	1
2	2	4	2	3
2	0	1	7	18
3	3	4	2	2
3	4	4	1	2
3	0	2	7	19
3	2	2	2	1
3	3	0	7	18
3	1	0	7	18
3	3	3	1	2
3	0	4	6	18
3	3	2	3	4
3	3	1	2	2
3	2	3	3	3
3	2	4	2	3
3	0	3	8	19
3	4	3	2	2
3	0	1	7	18
3	4	0	7	18
3	2	1	2	2
3	4	1	2	2
3	0	0	2	3
3	4	2	2	3
3	1	4	2	2
3	2	0	8	18
3	1	1	2	1
3	1	2	2	2
