T	Origin	Destination	TripTime	Distance
0	0	0	2	3
0	0	1	5	13
0	1	4	5	10
0	1	1	2	2
0	5	2	2	2
0	3	4	3	3
0	2	0	7	18
0	3	5	2	3
0	5	0	7	18
0	0	5	6	18
0	4	5	2	2
0	4	4	1	2
0	0	4	8	19
0	1	2	5	9
0	4	1	5	17
0	0	2	7	18
0	4	3	3	4
0	0	3	7	19
0	4	0	7	18
0	2	1	5	10
0	2	3	2	2
0	2	2	2	1
0	1	0	5	12
0	4	2	2	2
0	2	5	2	2
0	1	3	4	10
0	1	5	4	9
0	2	4	2	2
0	5	5	1	2
0	5	4	2	2
0	3	0	8	18
0	3	2	2	2
0	3	3	2	1
0	5	3	2	3
1	4	1	5	17
1	3	5	2	3
1	3	4	3	3
1	0	0	2	3
1	4	0	7	18
1	1	4	5	10
1	4	3	3	4
1	4	5	2	2
1	5	0	7	18
1	0	2	7	18
1	5	3	2	3
1	0	3	7	19
1	5	4	2	2
1	4	2	2	2
1	4	4	1	2
1	3	2	2	2
1	0	4	8	19
1	1	3	4	10
1	3	0	8	18
1	0	5	6	18
1	2	5	2	2
1	2	4	2	2
1	2	3	2	2
1	1	0	5	12
1	2	2	2	1
1	2	1	5	10
1	1	1	2	2
1	2	0	7	18
1	1	2	5	9
1	1	5	4	9
1	3	3	2	1
1	5	5	1	2
1	5	2	2	2
1	0	1	5	13
2	1	5	4	9
2	2	0	7	18
2	2	1	5	10
2	2	2	2	1
2	2	3	2	2
2	2	4	2	2
2	2	5	2	2
2	3	0	8	18
2	3	2	2	2
2	3	3	2	1
2	3	4	3	3
2	3	5	2	3
2	4	0	7	18
2	4	1	5	17
2	4	2	2	2
2	4	3	3	4
2	4	4	1	2
2	4	5	2	2
2	5	0	7	18
2	5	5	1	2
2	5	4	2	2
2	5	2	2	2
2	5	3	2	3
2	1	4	5	10
2	1	3	4	10
2	0	0	2	3
2	1	2	5	9
2	0	1	5	13
2	0	4	8	19
2	0	2	7	18
2	1	1	2	2
2	0	3	7	19
2	0	5	6	18
2	1	0	5	12
3	2	5	2	2
3	3	3	2	1
3	0	5	6	18
3	5	0	7	18
3	0	4	8	19
3	3	4	3	3
3	0	3	7	19
3	0	2	7	18
3	0	1	5	13
3	4	4	1	2
3	3	5	2	3
3	0	0	2	3
3	4	3	3	4
3	4	0	7	18
3	4	2	2	2
3	4	5	2	2
3	5	2	2	2
3	1	0	5	12
3	5	4	2	2
3	2	4	2	2
3	1	2	5	9
3	1	3	4	10
3	5	5	1	2
3	5	3	2	3
3	1	4	5	10
3	2	3	2	2
3	2	2	2	1
3	3	2	2	2
3	2	1	5	10
3	3	0	8	18
3	1	5	4	9
3	4	1	5	17
3	2	0	7	18
3	1	1	2	2
4	4	4	1	2
4	3	2	2	2
4	4	3	3	4
4	4	2	2	2
4	5	5	1	2
4	4	1	5	17
4	3	3	2	1
4	5	4	2	2
4	3	4	3	3
4	4	0	7	18
4	5	3	2	3
4	5	2	2	2
4	3	5	2	3
4	5	0	7	18
4	4	5	2	2
4	0	1	5	13
4	0	0	2	3
4	0	4	8	19
4	1	1	2	2
4	0	3	7	19
4	1	2	5	9
4	3	0	8	18
4	1	3	4	10
4	1	4	5	10
4	1	5	4	9
4	0	2	7	18
4	2	0	7	18
4	0	5	6	18
4	2	1	5	10
4	2	2	2	1
4	2	3	2	2
4	2	4	2	2
4	2	5	2	2
4	1	0	5	12
5	5	0	7	18
5	0	5	6	18
5	4	5	2	2
5	1	0	5	12
5	4	4	1	2
5	4	2	2	2
5	5	2	2	2
5	4	3	3	4
5	0	3	7	19
5	0	2	7	18
5	5	3	2	3
5	5	4	2	2
5	0	1	5	13
5	5	5	1	2
5	0	0	2	3
5	1	2	5	9
5	0	4	8	19
5	4	1	5	17
5	1	1	2	2
5	1	5	4	9
5	2	0	7	18
