T	Origin	Destination	TripTime	Distance
0	0	0	1	3
0	3	0	3	18
0	3	2	1	2
0	3	3	1	1
0	3	4	1	3
0	0	4	3	19
0	5	5	0	2
0	4	0	2	18
0	4	1	2	17
0	4	2	1	2
0	4	3	1	4
0	4	4	0	2
0	4	5	1	2
0	0	2	2	18
0	5	0	2	18
0	5	2	1	2
0	5	3	1	3
0	5	4	1	2
0	0	3	2	19
0	1	0	2	12
0	0	1	2	13
0	2	5	1	2
0	3	5	1	3
0	2	4	1	2
0	2	3	1	2
0	0	5	2	18
0	1	3	1	10
0	2	2	1	1
0	1	1	1	2
0	2	1	2	10
0	1	5	1	9
0	1	4	2	10
0	2	0	2	18
0	1	2	2	9
1	4	0	2	18
1	1	4	2	10
1	5	3	1	3
1	1	3	1	10
1	1	2	2	9
1	1	0	2	12
1	5	4	1	2
1	0	5	2	18
1	0	4	3	19
1	0	3	2	19
1	5	5	0	2
1	0	2	2	18
1	0	1	2	13
1	1	1	1	2
1	1	5	1	9
1	2	0	2	18
1	2	1	2	10
1	4	1	2	17
1	3	5	1	3
1	4	2	1	2
1	3	4	1	3
1	3	3	1	1
1	4	3	1	4
1	3	2	1	2
1	5	2	1	2
1	4	4	0	2
1	2	5	1	2
1	4	5	1	2
1	2	4	1	2
1	2	3	1	2
1	2	2	1	1
1	5	0	2	18
1	3	0	3	18
1	0	0	1	3
2	5	5	0	2
2	5	4	1	2
2	5	0	2	18
2	5	2	1	2
2	1	2	2	9
2	1	4	2	10
2	1	5	1	9
2	1	1	1	2
2	1	0	2	12
2	2	0	2	18
2	5	3	1	3
2	2	1	2	10
2	0	5	2	18
2	2	2	1	1
2	2	3	1	2
2	2	4	1	2
2	0	4	3	19
2	2	5	1	2
2	3	0	3	18
2	0	3	2	19
2	1	3	1	10
2	0	2	2	18
2	4	5	1	2
2	3	3	1	1
2	3	4	1	3
2	4	4	0	2
2	0	1	2	13
2	3	5	1	3
2	4	3	1	4
2	0	0	1	3
2	3	2	1	2
2	4	0	2	18
2	4	2	1	2
2	4	1	2	17
3	3	0	3	18
3	3	4	1	3
3	5	2	1	2
3	4	0	2	18
3	3	3	1	1
3	3	5	1	3
3	2	5	1	2
3	4	1	2	17
3	3	2	1	2
3	5	5	0	2
3	5	4	1	2
3	0	0	1	3
3	0	1	2	13
3	0	2	2	18
3	0	3	2	19
3	0	4	3	19
3	0	5	2	18
3	1	0	2	12
3	2	4	1	2
3	1	1	1	2
3	1	3	1	10
3	1	4	2	10
3	1	5	1	9
3	2	0	2	18
3	2	1	2	10
3	2	2	1	1
3	2	3	1	2
3	1	2	2	9
3	4	2	1	2
3	5	3	1	3
3	5	0	2	18
3	4	5	1	2
3	4	3	1	4
3	4	4	0	2
4	5	5	0	2
4	1	1	2	8
4	0	3	2	19
4	3	4	1	3
4	0	4	2	19
4	5	3	1	3
4	3	5	1	3
4	1	5	1	8
4	5	2	1	2
4	4	0	2	18
4	1	2	2	9
4	5	1	1	9
4	4	1	2	9
4	0	0	1	3
4	5	0	2	19
4	4	2	1	2
4	1	4	2	10
4	0	5	2	18
4	0	1	2	13
4	4	3	1	3
4	4	4	0	1
4	4	5	1	2
4	1	3	1	10
4	2	0	2	18
4	3	3	1	1
4	5	4	1	2
4	3	2	1	2
4	2	2	1	1
4	0	2	2	18
4	1	0	2	12
4	2	1	2	10
4	2	3	1	2
4	3	0	2	20
4	2	5	1	2
