T	Origin	Destination	TripTime	Distance
0	0	0	1	3
0	1	1	0	1
0	1	2	1	3
0	1	3	1	3
0	2	0	2	17
0	2	1	1	3
0	2	2	0	1
0	2	3	1	6
0	3	0	3	20
0	3	1	1	4
0	3	2	1	7
0	3	3	0	1
0	0	2	2	19
0	1	0	3	16
0	0	1	2	18
0	0	3	3	21
1	2	1	1	3
1	3	1	1	4
1	3	0	3	20
1	2	3	1	6
1	2	2	0	1
1	2	0	2	17
1	3	2	1	7
1	1	3	1	3
1	1	1	0	1
1	1	0	3	16
1	0	3	3	21
1	0	2	2	19
1	0	1	2	18
1	0	0	1	3
1	1	2	1	3
1	3	3	0	1
2	3	3	0	1
2	3	2	1	7
2	0	1	2	18
2	3	1	1	4
2	0	0	1	3
2	3	0	3	20
2	2	3	1	6
2	2	2	0	1
2	2	1	1	3
2	2	0	2	17
2	1	3	1	3
2	1	2	1	3
2	1	1	0	1
2	1	0	3	16
2	0	3	3	21
2	0	2	2	19
3	3	0	3	20
3	2	1	1	3
3	2	3	1	6
3	2	2	0	1
3	3	1	1	4
3	2	0	2	17
3	0	1	2	18
3	1	2	1	3
3	1	1	0	1
3	1	0	3	16
3	0	3	3	21
3	3	3	0	1
3	0	0	1	3
3	1	3	1	3
3	0	2	2	19
3	3	2	1	7
4	0	1	2	18
4	2	1	1	3
4	2	3	1	6
4	3	0	2	20
4	2	0	2	18
4	1	2	1	3
4	3	3	0	1
4	1	1	1	1
4	0	2	2	19
4	1	3	1	4
4	2	2	0	1
4	0	0	1	3
4	0	3	2	21
5	1	1	1	1
5	2	1	1	3
5	2	2	0	1
5	2	3	1	6
5	2	0	2	18
5	3	0	2	20
5	1	3	1	4
5	1	2	1	3
5	0	0	1	3
5	3	3	0	1
5	0	1	2	18
5	0	3	2	21
5	0	2	2	19
6	1	3	1	4
6	0	1	2	18
6	0	2	2	19
6	3	3	0	1
6	0	3	2	21
6	2	3	1	6
6	3	0	2	20
6	1	1	1	1
6	0	0	1	3
6	2	0	2	18
6	1	2	1	3
6	2	2	0	1
6	2	1	1	3
7	0	2	2	19
7	1	2	1	3
7	2	0	2	18
7	2	2	0	1
7	1	1	1	1
7	1	3	1	4
7	0	3	2	21
7	2	1	1	3
7	0	1	2	18
7	2	3	1	6
7	0	0	1	3
7	3	0	2	20
7	3	3	0	1
8	2	1	1	3
8	2	0	2	18
8	2	3	1	6
8	3	0	3	20
8	3	1	1	3
8	1	3	1	3
8	3	3	0	1
8	0	1	2	18
8	1	2	1	3
8	2	2	0	1
8	0	2	2	20
8	3	2	1	5
8	0	3	3	22
8	1	0	2	17
8	1	1	0	1
8	0	0	1	4
9	2	2	0	1
9	0	2	2	20
9	2	1	1	3
9	0	3	3	22
9	0	1	2	18
9	0	0	1	4
9	3	3	0	1
9	3	2	1	5
9	1	2	1	3
9	1	0	2	17
9	1	3	1	3
9	3	0	3	20
9	1	1	0	1
9	2	3	1	6
9	3	1	1	3
9	2	0	2	18
10	0	2	2	20
10	0	3	3	22
10	0	1	2	18
10	2	1	1	3
10	1	2	1	3
10	1	3	1	3
10	3	3	0	1
10	2	0	2	18
10	3	2	1	5
10	3	1	1	3
10	2	2	0	1
10	3	0	3	20
10	2	3	1	6
10	1	1	0	1
10	0	0	1	4
10	1	0	2	17
