T	Origin	Destination	TripTime	Distance
0	0	0	1	1
0	5	2	4	6
0	3	3	2	1
0	5	6	5	11
0	1	2	3	3
0	6	6	1	1
0	3	2	3	4
0	0	8	3	6
0	0	3	4	8
0	4	8	4	6
0	3	1	4	5
0	3	4	3	4
0	6	7	3	4
0	3	0	4	8
0	4	9	3	5
0	6	8	3	8
0	5	5	2	1
0	2	9	2	2
0	1	3	4	6
0	0	5	5	10
0	6	9	4	9
0	2	8	2	3
0	5	0	5	10
0	0	6	2	2
0	6	5	5	11
0	4	7	5	10
0	1	7	2	2
0	4	2	4	8
0	5	9	2	3
0	6	0	2	2
0	4	1	5	10
0	1	0	2	3
0	4	0	5	12
0	6	1	3	4
0	4	4	2	1
0	0	9	3	8
0	3	9	2	2
0	5	8	3	4
0	6	2	3	7
0	3	8	2	2
0	4	5	2	2
0	0	4	5	12
0	3	7	4	6
0	6	3	5	10
0	5	7	4	8
0	1	1	1	1
0	3	6	4	10
0	4	6	6	13
0	6	4	5	12
0	3	5	2	2
0	2	7	2	2
0	7	0	2	2
0	4	3	3	3
0	9	9	1	2
0	7	4	5	10
0	1	5	4	8
0	9	0	4	7
0	2	2	1	1
0	8	9	2	3
0	2	1	2	3
0	2	0	3	5
0	7	5	4	8
0	8	8	2	2
0	8	7	3	4
0	1	6	3	5
0	2	3	3	5
0	7	6	3	4
0	8	5	3	4
0	8	4	4	5
0	7	7	2	1
0	8	3	2	2
0	1	9	4	4
0	8	2	2	3
0	7	8	3	3
0	8	1	2	3
0	1	8	2	2
0	8	0	3	6
0	7	9	3	4
0	8	6	3	7
0	9	1	3	4
0	0	1	2	3
0	9	4	3	5
0	5	1	5	8
0	9	7	3	4
0	1	4	5	9
0	9	6	4	8
0	5	4	2	2
0	2	4	4	8
0	9	5	2	3
0	7	2	2	2
0	7	1	2	1
0	2	5	3	6
0	2	6	3	6
0	9	3	2	2
0	0	7	2	2
0	0	2	3	6
0	7	3	4	6
0	5	3	2	2
0	9	2	2	2
0	9	8	2	2
1	5	7	4	8
1	5	6	5	11
1	5	5	2	1
1	4	3	3	3
1	4	0	5	12
1	4	2	4	8
1	4	8	4	6
1	4	5	2	2
1	5	3	2	2
1	4	6	6	13
1	5	2	4	6
1	3	9	2	2
1	5	1	5	8
1	5	0	5	10
1	4	7	5	10
1	3	8	2	2
1	4	1	5	10
1	5	4	2	2
1	4	4	2	1
1	7	8	3	3
1	5	9	2	3
1	8	3	2	2
1	8	4	4	5
1	8	5	3	4
1	8	6	3	7
1	8	7	3	4
1	8	8	2	2
1	8	9	2	3
1	9	0	4	7
1	9	1	3	4
1	9	2	2	2
1	9	3	2	2
1	9	4	3	5
1	9	5	2	3
1	9	6	4	8
1	9	7	3	4
1	9	8	2	2
1	9	9	1	2
1	8	2	2	3
1	8	1	2	3
1	8	0	3	6
1	7	9	3	4
1	6	0	2	2
1	6	1	3	4
1	6	2	3	7
1	6	3	5	10
1	6	4	5	12
1	6	5	5	11
1	6	6	1	1
1	6	7	3	4
1	5	8	3	4
1	6	8	3	8
1	7	0	2	2
1	7	1	2	1
1	7	2	2	2
1	7	3	4	6
1	7	4	5	10
1	7	5	4	8
1	7	6	3	4
1	7	7	2	1
1	6	9	4	9
1	3	7	4	6
1	4	9	3	5
1	1	2	3	3
1	0	7	2	2
1	1	7	2	2
1	0	6	2	2
1	1	8	2	2
1	3	0	4	8
1	2	1	2	3
1	0	5	5	10
1	3	1	4	5
1	2	9	2	2
1	0	4	5	12
1	1	9	4	4
1	0	1	2	3
1	2	8	2	3
1	0	3	4	8
1	2	0	3	5
1	2	7	2	2
1	2	6	3	6
1	0	2	3	6
1	2	5	3	6
1	0	8	3	6
1	3	6	4	10
1	1	3	4	6
1	2	3	3	5
1	3	5	2	2
1	1	1	1	1
1	1	4	5	9
1	1	0	2	3
1	3	4	3	4
1	1	6	3	5
1	2	4	4	8
1	0	9	3	8
1	0	0	1	1
1	3	3	2	1
1	3	2	3	4
1	1	5	4	8
1	2	2	1	1
2	5	4	2	2
2	2	6	3	6
2	8	7	3	4
2	6	4	5	12
2	8	6	3	7
2	2	8	2	3
2	2	7	2	2
2	6	5	5	11
2	8	5	3	4
2	2	5	3	6
2	8	4	4	5
2	5	2	4	6
2	2	9	2	2
2	6	6	1	1
2	5	1	5	8
2	8	3	2	2
2	3	0	4	8
2	5	0	5	10
2	5	3	2	2
2	6	3	5	10
2	4	2	4	8
2	2	4	4	8
2	9	9	1	2
2	9	2	2	2
2	1	1	1	1
2	9	8	2	2
2	5	8	3	4
