T	Origin	Destination	Payoff	Type	Pickup	Region	Rate
0	0	0	14.394666666666666	Travel	1		
0	1	2	16.375	Travel	1		
0	1	3	15.674074074074074	Travel	1		
0	2	0	44.47	Travel	1		
0	2	1	18.61	Travel	1		
0	0	3	73.675	Travel	1		
0	2	2	9.446363636363635	Travel	1		
0	2	3	28.645999999999997	Travel	1		
0	3	0	51.91	Travel	1		
0	3	1	23.21	Travel	1		
0	3	2	30.95	Travel	1		
0	3	3	10.134	Travel	1		
0	0	2	66.89465753424658	Travel	1		
0	1	1	14.603461538461538	Travel	1		
0	0	1	69.0651282051282	Travel	1		
0	1	0	50.03	Travel	1		
1	2	2	9.446363636363635	Travel	1		
1	3	3	10.134	Travel	1		
1	3	2	30.95	Travel	1		
1	3	1	23.21	Travel	1		
1	3	0	51.91	Travel	1		
1	2	3	28.645999999999997	Travel	1		
1	2	1	18.61	Travel	1		
1	1	3	15.674074074074074	Travel	1		
1	2	0	44.47	Travel	1		
1	1	1	14.603461538461538	Travel	1		
1	1	0	50.03	Travel	1		
1	0	3	73.675	Travel	1		
1	0	2	66.89465753424658	Travel	1		
1	0	1	69.0651282051282	Travel	1		
1	0	0	14.394666666666666	Travel	1		
1	1	2	16.375	Travel	1		
2	1	0	50.03	Travel	1		
2	1	1	14.603461538461538	Travel	1		
2	0	3	73.675	Travel	1		
2	0	1	69.0651282051282	Travel	1		
2	0	0	14.394666666666666	Travel	1		
2	1	2	16.375	Travel	1		
2	0	2	66.89465753424658	Travel	1		
2	1	3	15.674074074074074	Travel	1		
2	2	1	18.61	Travel	1		
2	2	2	9.446363636363635	Travel	1		
2	2	3	28.645999999999997	Travel	1		
2	3	0	51.91	Travel	1		
2	3	1	23.21	Travel	1		
2	3	2	30.95	Travel	1		
2	3	3	10.134	Travel	1		
2	2	0	44.47	Travel	1		
3	2	0	44.47	Travel	1		
3	3	2	30.95	Travel	1		
3	3	1	23.21	Travel	1		
3	3	0	51.91	Travel	1		
3	2	3	28.645999999999997	Travel	1		
3	2	2	9.446363636363635	Travel	1		
3	2	1	18.61	Travel	1		
3	1	3	15.674074074074074	Travel	1		
3	3	3	10.134	Travel	1		
