T	Origin	Destination	Count
35	0	0	4.5
35	0	1	0.25
35	1	0	0.25
35	1	1	4.5
35	2	2	45.0
34	0	0	4.5
34	0	1	0.25
34	1	0	0.25
34	1	1	4.5
34	2	2	45.0
33	0	0	4.5
33	0	1	0.25
33	1	0	0.25
33	1	1	4.5
33	2	2	45.0
32	0	0	4.5
32	0	1	0.25
32	1	0	0.25
32	1	1	4.5
32	2	2	45.0
31	0	0	4.5
31	0	1	0.25
31	1	0	0.25
31	1	1	4.5
31	2	2	45.0
30	0	0	4.5
30	0	1	0.25
30	1	0	0.25
30	1	1	4.5
30	2	2	45.0
29	0	0	4.5
29	0	1	0.25
29	1	0	0.25
29	1	1	4.5
29	2	2	45.0
28	0	0	4.5
28	0	1	0.25
28	1	0	0.25
28	1	1	4.5
28	2	2	45.0
27	0	0	4.5
27	0	1	0.25
27	1	0	0.25
27	1	1	4.5
27	2	2	45.0
26	0	0	4.5
26	0	1	0.25
26	1	0	0.25
26	1	1	4.5
26	2	2	45.0
25	0	0	4.5
25	0	1	0.25
25	1	0	0.25
25	1	1	4.5
25	2	2	45.0
24	0	0	4.5
24	0	1	0.25
24	1	0	0.25
24	1	1	4.5
24	2	2	45.0
23	0	0	2.0
23	1	1	1.5
23	2	2	1.5
22	0	0	2.0
22	1	1	1.5
22	2	2	1.5
21	0	0	2.0
21	1	1	1.5
21	2	2	1.5
20	0	0	2.0
20	1	1	1.5
20	2	2	1.5
19	0	0	2.0
19	1	1	1.5
19	2	2	1.5
18	0	0	2.0
18	1	1	1.5
18	2	2	1.5
17	0	0	2.0
17	1	1	1.5
17	2	2	1.5
16	0	0	2.0
16	1	1	1.5
16	2	2	1.5
15	0	0	2.0
15	1	1	1.5
15	2	2	1.5
14	0	0	2.0
14	1	1	1.5
14	2	2	1.5
13	0	0	2.0
13	1	1	1.5
13	2	2	1.5
12	0	0	2.0
12	1	1	1.5
12	2	2	1.5
11	0	0	1.7999999999999998
11	0	1	0.30000000000000004
11	0	2	0.8999999999999999
11	1	0	0.30000000000000004
11	1	1	1.7999999999999998
11	1	2	0.8999999999999999
11	2	0	3.0
11	2	1	21.0
11	2	2	6.0
10	0	0	1.7999999999999998
10	0	1	0.30000000000000004
10	0	2	0.8999999999999999
10	1	0	0.30000000000000004
10	1	1	1.7999999999999998
10	1	2	0.8999999999999999
10	2	0	3.0
10	2	1	21.0
10	2	2	6.0
9	0	0	1.7999999999999998
9	0	1	0.30000000000000004
9	0	2	0.8999999999999999
9	1	0	0.30000000000000004
9	1	1	1.7999999999999998
9	1	2	0.8999999999999999
9	2	0	3.0
9	2	1	21.0
9	2	2	6.0
8	0	0	1.7999999999999998
8	0	1	0.30000000000000004
8	0	2	0.8999999999999999
8	1	0	0.30000000000000004
8	1	1	1.7999999999999998
8	1	2	0.8999999999999999
8	2	0	3.0
8	2	1	21.0
8	2	2	6.0
7	0	0	1.7999999999999998
7	0	1	0.30000000000000004
7	0	2	0.8999999999999999
7	1	0	0.30000000000000004
7	1	1	1.7999999999999998
7	1	2	0.8999999999999999
7	2	0	3.0
7	2	1	21.0
7	2	2	6.0
6	0	0	1.7999999999999998
6	0	1	0.30000000000000004
6	0	2	0.8999999999999999
6	1	0	0.30000000000000004
6	1	1	1.7999999999999998
6	1	2	0.8999999999999999
6	2	0	3.0
6	2	1	21.0
6	2	2	6.0
5	0	0	1.7999999999999998
5	0	1	0.30000000000000004
5	0	2	0.8999999999999999
5	1	0	0.30000000000000004
5	1	1	1.7999999999999998
5	1	2	0.8999999999999999
5	2	0	3.0
5	2	1	21.0
5	2	2	6.0
4	0	0	1.7999999999999998
4	0	1	0.30000000000000004
4	0	2	0.8999999999999999
4	1	0	0.30000000000000004
4	1	1	1.7999999999999998
4	1	2	0.8999999999999999
4	2	0	3.0
4	2	1	21.0
4	2	2	6.0
3	0	0	1.7999999999999998
3	0	1	0.30000000000000004
3	0	2	0.8999999999999999
3	1	0	0.30000000000000004
3	1	1	1.7999999999999998
3	1	2	0.8999999999999999
3	2	0	3.0
3	2	1	21.0
3	2	2	6.0
2	0	0	1.7999999999999998
2	0	1	0.30000000000000004
2	0	2	0.8999999999999999
2	1	0	0.30000000000000004
2	1	1	1.7999999999999998
2	1	2	0.8999999999999999
2	2	0	3.0
2	2	1	21.0
2	2	2	6.0
1	0	0	1.7999999999999998
1	0	1	0.30000000000000004
1	0	2	0.8999999999999999
1	1	0	0.30000000000000004
1	1	1	1.7999999999999998
1	1	2	0.8999999999999999
1	2	0	3.0
1	2	1	21.0
1	2	2	6.0
0	0	0	1.7999999999999998
0	0	1	0.30000000000000004
0	0	2	0.8999999999999999
0	1	0	0.30000000000000004
0	1	1	1.7999999999999998
0	1	2	0.8999999999999999
0	2	0	3.0
0	2	1	21.0
0	2	2	6.0
