T	Origin	Destination	Count
19	0	0	2.0
19	0	1	0.25
19	0	2	0.25
19	1	0	2.0
19	1	1	0.25
19	1	2	0.25
19	2	0	20.0
19	2	1	2.5
19	2	2	2.5
18	0	0	2.0
18	0	1	0.25
18	0	2	0.25
18	1	0	2.0
18	1	1	0.25
18	1	2	0.25
18	2	0	20.0
18	2	1	2.5
18	2	2	2.5
17	0	0	2.0
17	0	1	0.25
17	0	2	0.25
17	1	0	2.0
17	1	1	0.25
17	1	2	0.25
17	2	0	20.0
17	2	1	2.5
17	2	2	2.5
16	0	0	2.0
16	0	1	0.25
16	0	2	0.25
16	1	0	2.0
16	1	1	0.25
16	1	2	0.25
16	2	0	20.0
16	2	1	2.5
16	2	2	2.5
15	0	0	2.0
15	0	1	0.25
15	0	2	0.25
15	1	0	2.0
15	1	1	0.25
15	1	2	0.25
15	2	0	20.0
15	2	1	2.5
15	2	2	2.5
14	0	0	2.0
14	0	1	0.25
14	0	2	0.25
14	1	0	2.0
14	1	1	0.25
14	1	2	0.25
14	2	0	20.0
14	2	1	2.5
14	2	2	2.5
13	0	0	1.0
13	0	1	8.0
13	0	2	1.0
13	1	0	0.75
13	1	1	6.0
13	1	2	0.75
13	2	0	0.75
13	2	1	6.0
13	2	2	0.75
12	0	0	1.0
12	0	1	8.0
12	0	2	1.0
12	1	0	0.75
12	1	1	6.0
12	1	2	0.75
12	2	0	0.75
12	2	1	6.0
12	2	2	0.75
11	0	0	1.0
11	0	1	8.0
11	0	2	1.0
11	1	0	0.75
11	1	1	6.0
11	1	2	0.75
11	2	0	0.75
11	2	1	6.0
11	2	2	0.75
10	0	0	1.0
10	0	1	8.0
10	0	2	1.0
10	1	0	0.75
10	1	1	6.0
10	1	2	0.75
10	2	0	0.75
10	2	1	6.0
10	2	2	0.75
9	0	0	1.0
9	0	1	8.0
9	0	2	1.0
9	1	0	0.75
9	1	1	6.0
9	1	2	0.75
9	2	0	0.75
9	2	1	6.0
9	2	2	0.75
8	0	0	1.0
8	0	1	8.0
8	0	2	1.0
8	1	0	0.75
8	1	1	6.0
8	1	2	0.75
8	2	0	0.75
8	2	1	6.0
8	2	2	0.75
7	0	0	1.0
7	0	1	8.0
7	0	2	1.0
7	1	0	0.75
7	1	1	6.0
7	1	2	0.75
7	2	0	0.75
7	2	1	6.0
7	2	2	0.75
6	0	0	0.15000000000000002
6	0	1	0.15000000000000002
6	0	2	1.2000000000000002
6	1	0	0.15000000000000002
6	1	1	0.15000000000000002
6	1	2	1.2000000000000002
6	2	0	1.5
6	2	1	1.5
6	2	2	12.0
5	0	0	0.15000000000000002
5	0	1	0.15000000000000002
5	0	2	1.2000000000000002
5	1	0	0.15000000000000002
5	1	1	0.15000000000000002
5	1	2	1.2000000000000002
5	2	0	1.5
5	2	1	1.5
5	2	2	12.0
4	0	0	0.15000000000000002
4	0	1	0.15000000000000002
4	0	2	1.2000000000000002
4	1	0	0.15000000000000002
4	1	1	0.15000000000000002
4	1	2	1.2000000000000002
4	2	0	1.5
4	2	1	1.5
4	2	2	12.0
3	0	0	0.15000000000000002
3	0	1	0.15000000000000002
3	0	2	1.2000000000000002
3	1	0	0.15000000000000002
3	1	1	0.15000000000000002
3	1	2	1.2000000000000002
3	2	0	1.5
3	2	1	1.5
3	2	2	12.0
2	0	0	0.15000000000000002
2	0	1	0.15000000000000002
2	0	2	1.2000000000000002
2	1	0	0.15000000000000002
2	1	1	0.15000000000000002
2	1	2	1.2000000000000002
2	2	0	1.5
2	2	1	1.5
2	2	2	12.0
1	0	0	0.15000000000000002
1	0	1	0.15000000000000002
1	0	2	1.2000000000000002
1	1	0	0.15000000000000002
1	1	1	0.15000000000000002
1	1	2	1.2000000000000002
1	2	0	1.5
1	2	1	1.5
1	2	2	12.0
0	0	0	0.15000000000000002
0	0	1	0.15000000000000002
0	0	2	1.2000000000000002
0	1	0	0.15000000000000002
0	1	1	0.15000000000000002
0	1	2	1.2000000000000002
0	2	0	1.5
0	2	1	1.5
0	2	2	12.0
